channel,date,time,name
"Ефир 2",1998-11-26,18:05,"Спасители на плажа - тв сериал, 47 епизод"
"Ефир 2",1998-11-26,19:00,"Салон на книгата"
"Ефир 2",1998-11-26,19:30,"Риск печели, риск губи"
"Ефир 2",1998-11-26,19:55,"Гол плюс"
"Ефир 2",1998-11-26,20:00,"Щрих: ""Луксозната страст - отглеждане на хановерска порода коне"""
"Ефир 2",1998-11-26,20:30,"Открито с Валя Ахчиева"
"Ефир 2",1998-11-26,21:30,"24 карата - моден магазин"
"Ефир 2",1998-11-26,22:00,Днес
"Ефир 2",1998-11-26,22:10,Топспорт
"Ефир 2",1998-11-26,22:15,"Частен случай"
"Ефир 2",1998-11-26,22:20,"ТВ справочник 2"
"Ефир 2",1998-11-26,22:30,"Плътта на дявола - тв сериен филм, 8 епизод /Италия/"
"Ефир 2",1998-11-26,23:30,"Симфония - 5 от Лудвиг ван Бетовен, изпълнява Софийска филхармония с диригент Емил Табаков"
"Канал 1",1998-11-26,06:55,"Тв пазар"
"Канал 1",1998-11-26,07:00,"Точно в 7"
"Канал 1",1998-11-26,12:30,"По света и у нас"
"Канал 1",1998-11-26,12:40,"Тв пазар"
"Канал 1",1998-11-26,16:35,"Тв пазар"
"Канал 1",1998-11-26,17:00,"По света и у нас"
"Канал 1",1998-11-26,17:10,"От обич - сериен тв филм"
"Канал 1",1998-11-26,18:05,"Детски свят"
"Канал 1",1998-11-26,18:30,"Дневникът: ""Подхлъзването"""
"Канал 1",1998-11-26,19:00,"Теглене тиражите на ТОТО 2"
"Канал 1",1998-11-26,19:15,Вкусно
"Канал 1",1998-11-26,19:25,"Тв справочник"
"Канал 1",1998-11-26,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-26,20:00,"По света и у нас"
"Канал 1",1998-11-26,20:30,"Служебна защита - сериен тв филм /VIII епизод/"
"Канал 1",1998-11-26,21:30,"Пленер ""Родопи'98"""
"Канал 1",1998-11-26,22:00,"ВИП процес"
"Канал 1",1998-11-26,22:30,"Екип 4"
"Канал 1",1998-11-26,23:00,"В акция"
"Канал 1",1998-11-26,23:15,"България топ'20"
"Канал 1",1998-11-26,00:05,"По света и у нас"
"Канал 1",1998-11-26,00:15,"Шампионска лига"
"Канал 1",1998-11-26,01:15,"Тв пазар"
"Ефир 2",1998-11-27,17:30,"Празничен календар: ""Преподобни Теодосий Търновски"""
"Ефир 2",1998-11-27,17:35,"Сладката Канди - детски анимационен филм, 48 епизод"
"Ефир 2",1998-11-27,18:00,Днес
"Ефир 2",1998-11-27,18:05,"Изгубена градина. Животът и филмите на Алис Ги Блаше - документален филм"
"Ефир 2",1998-11-27,19:00,"Кой, къде, какво"
"Ефир 2",1998-11-27,19:15,Ауфтакт
"Ефир 2",1998-11-27,19:30,"Риск печели, риск губи"
"Ефир 2",1998-11-27,19:55,"Гол плюс"
"Ефир 2",1998-11-27,20:00,"Спрайт - екстремни спортове"
"Ефир 2",1998-11-27,20:30,"Бис: ""Рамбо - първа кръв"" - игрален филм /САЩ, 1985 г./, II филм"
"Ефир 2",1998-11-27,22:00,Днес
"Ефир 2",1998-11-27,22:10,Топспорт
"Ефир 2",1998-11-27,22:15,"Частен случай"
"Ефир 2",1998-11-27,22:20,"ТВ справочник 2"
"Ефир 2",1998-11-27,22:30,"Великата илюзия: ""Глутница кучета"" - игрален филм /САЩ, 1992 г./"
"Канал 1",1998-11-27,06:55,"Тв пазар"
"Канал 1",1998-11-27,07:00,"Точно в 7"
"Канал 1",1998-11-27,11:00,"Парламентарен контрол - пряко предаване"
"Канал 1",1998-11-27,12:30,"По света и у нас"
"Канал 1",1998-11-27,12:40,"Парламентарен контрол - пряко предаване"
"Канал 1",1998-11-27,14:00,"Тв пазар"
"Канал 1",1998-11-27,16:35,"Тв пазар"
"Канал 1",1998-11-27,17:00,"По света и у нас"
"Канал 1",1998-11-27,17:10,"От обич - сериен тв филм"
"Канал 1",1998-11-27,18:00,"Детски свят"
"Канал 1",1998-11-27,19:00,Здраве
"Канал 1",1998-11-27,19:15,Вкусно
"Канал 1",1998-11-27,19:25,"Тв справочник"
"Канал 1",1998-11-27,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-27,20:00,"По света и у нас"
"Канал 1",1998-11-27,20:30,Седмица
"Канал 1",1998-11-27,21:00,"Паднали ангели  - сериен тв филм /САЩ, VI епизод/"
"Канал 1",1998-11-27,21:35,"Клуб НЛО"
"Канал 1",1998-11-27,22:35,"Независима жена - 6-сериен тв филм /САЩ/, VI епизод"
"Канал 1",1998-11-27,23:25,"Гол след гол"
"Канал 1",1998-11-27,23:45,"По света и у нас"
"Канал 1",1998-11-27,00:00,"1002 нощи"
"Канал 1",1998-11-27,01:30,"Дневниците на червените обувки - сериен тв филм"
"Канал 1",1998-11-27,02:00,"Тв пазар"
"Ефир 2",1998-11-28,15:55,"Празничен календар: ""Св. петнадесет свещеномъченици Тивериополски"""
"Ефир 2",1998-11-28,16:00,"Лудият от ХIХ етаж - игрален филм /Франция/"
"Ефир 2",1998-11-28,17:30,"Риск печели, риск губи"
"Ефир 2",1998-11-28,17:55,"Гол плюс"
"Ефир 2",1998-11-28,18:00,Днес
"Ефир 2",1998-11-28,18:05,"Специализирано предаване за хора с увреден слух"
"Ефир 2",1998-11-28,18:30,"Клип купон"
"Ефир 2",1998-11-28,19:00,"Ах, тези муцуни"
"Ефир 2",1998-11-28,20:00,"Като лъвовете - тв шоу"
"Ефир 2",1998-11-28,21:00,"Мария Казарес - живот на актриса - портрет"
"Ефир 2",1998-11-28,22:00,Днес
"Ефир 2",1998-11-28,22:10,Топспорт
"Ефир 2",1998-11-28,22:20,Докосвания
"Ефир 2",1998-11-28,22:30,"Интеграл: Еди Мичел"
"Ефир 2",1998-11-28,23:00,"Футбол плюс: ""Дерби от Европа"""
"Канал 1",1998-11-28,08:25,"Тв пазар"
"Канал 1",1998-11-28,08:30,"Добро утро"
"Канал 1",1998-11-28,11:00,"Стълбица към небето"
"Канал 1",1998-11-28,11:15,"Детски свят"
"Канал 1",1998-11-28,12:00,Европа
"Канал 1",1998-11-28,12:30,"По света и у нас"
"Канал 1",1998-11-28,12:40,"Фолклорен концерт"
"Канал 1",1998-11-28,13:25,"Мечтата на Естер - 4-сериен тв филм /Франция/, III епизод"
"Канал 1",1998-11-28,14:25,"Дивият свят на природата - научнопопулярен филм"
"Канал 1",1998-11-28,15:00,"Писма за надежда"
"Канал 1",1998-11-28,15:50,"Духът български: ""Орфеева земя"""
"Канал 1",1998-11-28,16:20,"Под облак - документален филм на Костадин Бонев /I част/"
"Канал 1",1998-11-28,16:50,"По света и у нас"
"Канал 1",1998-11-28,17:00,"Вариант 3"
"Канал 1",1998-11-28,17:55,"Направи си сам"
"Канал 1",1998-11-28,18:10,"Нота бене или внимавай в картинката - тв игра"
"Канал 1",1998-11-28,19:00,"Чудният свят на Дисни"
"Канал 1",1998-11-28,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-28,20:00,"По света и у нас"
"Канал 1",1998-11-28,20:15,Панорама
"Канал 1",1998-11-28,21:30,Спорт
"Канал 1",1998-11-28,21:35,"Фокс-киномания: ""Да умреш млад"" - игрален филм /САЩ/"
"Канал 1",1998-11-28,23:25,КакАфония
"Канал 1",1998-11-28,00:05,"По света и у нас"
"Канал 1",1998-11-28,00:20,"Спортна мрежа"
"Канал 1",1998-11-28,00:50,"Отвъд полунощ"
"Канал 1",1998-11-28,01:20,"Отдел Убийства"" - животът на улицата"" - сериен тв филм"
"Канал 1",1998-11-28,02:15,"Тв пазар"
"Ефир 2",1998-11-29,15:00,"Каракачански събор ""Карандила'98"""
"Ефир 2",1998-11-29,15:30,"Всяка неделя"
"Ефир 2",1998-11-29,20:00,"Щрих: ""Птици и орхидеи"" - природният парк Алтмюлтал"
"Ефир 2",1998-11-29,20:30,"Трето полувреме"
"Ефир 2",1998-11-29,21:15,"Неделен стадион"
"Ефир 2",1998-11-29,22:00,Днес
"Ефир 2",1998-11-29,22:10,Топспорт
"Ефир 2",1998-11-29,22:15,"Приятелки от детинство - сериен тв филм /Франция/, 1 епизод"
"Канал 1",1998-11-29,08:55,"Тв пазар"
"Канал 1",1998-11-29,09:00,"Неделно благовестие"
"Канал 1",1998-11-29,09:10,"Силни тела"
"Канал 1",1998-11-29,09:20,"Неделен магазин"
"Канал 1",1998-11-29,11:00,"Детски свят"
"Канал 1",1998-11-29,11:30,"Обеден концерт: ""В памет на Димитър Манолов"" /II част/"
"Канал 1",1998-11-29,12:30,"По света и у нас"
"Канал 1",1998-11-29,12:40,"Тв спорт"
"Канал 1",1998-11-29,13:00,"Футбол: ""Литекс"" - ЦСКА, среща от турнира на ""А"" ПФГ - пряко предаване от Ловеч"
"Канал 1",1998-11-29,15:25,Бразди
"Канал 1",1998-11-29,15:55,"Фолклорен концерт"
"Канал 1",1998-11-29,16:25,"Под облак - документален филм на Костадин Бонев /II част/"
"Канал 1",1998-11-29,17:00,"По света и у нас"
"Канал 1",1998-11-29,17:10,"Атлас: ""Езикът на мечките"""
"Канал 1",1998-11-29,17:45,"Родина по принуда - документален филм"
"Канал 1",1998-11-29,18:15,"24 квадрата"
"Канал 1",1998-11-29,18:45,"Теглене тиражите на ТОТО 2"
"Канал 1",1998-11-29,19:00,"Уолт Дисни представя..."
"Канал 1",1998-11-29,19:50,"Лека нощ, деца!"
"Канал 1",1998-11-29,20:00,"По света и у нас"
"Канал 1",1998-11-29,20:30,"Неделна киновечер: ""Розуел"" - игрален филм /САЩ/"
"Канал 1",1998-11-29,22:05,Каналето
"Канал 1",1998-11-29,22:45,"Дамски пасианс - музикална програма"
"Канал 1",1998-11-29,23:15,"Остров за блажени"
"Канал 1",1998-11-29,23:30,"По света и у нас"
"Канал 1",1998-11-29,23:45,"Убийство у съседите - епизод от тв поредица ""Двамата Кордие"" /Франция/"
"Канал 1",1998-11-29,01:15,"Тв пазар"
"Ефир 2",1998-12-25,16:30,"Празничен календар: Рождество Христово"
"Ефир 2",1998-12-25,16:35,"Празничен сън (II ч.)"
"Ефир 2",1998-12-25,17:10,"Концерт на хора на софийските момчета, диригент Адриана Благоева"
"Ефир 2",1998-12-25,18:10,"Риск печели, риск губи - шоу на Къци Вапцаров"
"Ефир 2",1998-12-25,19:10,"Като лъвовете - празнично детско тв шоу (II част)"
"Ефир 2",1998-12-25,20:00,"Фестивал на коледната песен"
"Ефир 2",1998-12-25,21:00,"24 карата - моден магазин"
